,x,y
0,0.0,3.152218430034129756793736
1,0.0,3.149488054607508596232613
2,0.0,3.146757679180887435671491
3,0.0,3.144027303754266275110368
4,0.0,3.141296928327645114549246
5,0.0,3.138566552901023953988123
6,0.0,3.135836177474402793427
7,0.0,3.133105802047781632865878
8,0.0,3.130375426621160472304755
9,0.0,3.127645051194539311743633
10,0.0,3.12491467576791815118251
11,0.0,3.122184300341296990621387
12,0.0,3.119453924914675830060265
13,0.0,3.116723549488054669499142
14,0.0,3.11399317406143350893802
15,0.0,3.111262798634812348376897
16,0.0,3.108532423208191187815774
17,0.0,3.105802047781570027254652
18,0.02551521099116781157998037,3.105802047781570027254652
19,0.0,3.103071672354948866693529
20,0.02551521099116781157998037,3.103071672354948866693529
21,0.0,3.100341296928327706132407
22,0.02551521099116781157998037,3.100341296928327706132407
23,0.0,3.097610921501706545571284
24,0.02551521099116781157998037,3.097610921501706545571284
25,0.0,3.094880546075085385010161
26,0.02551521099116781157998037,3.094880546075085385010161
27,0.0,3.092150170648464224449039
28,0.02551521099116781157998037,3.092150170648464224449039
29,0.0,3.089419795221843063887916
30,0.02551521099116781157998037,3.089419795221843063887916
31,0.0,3.086689419795221903326794
32,0.02551521099116781157998037,3.086689419795221903326794
33,0.05103042198233562315996075,3.086689419795221903326794
34,0.0,3.083959044368600742765671
35,0.02551521099116781157998037,3.083959044368600742765671
36,0.05103042198233562315996075,3.083959044368600742765671
37,0.0,3.081228668941979582204549
38,0.02551521099116781157998037,3.081228668941979582204549
39,0.05103042198233562315996075,3.081228668941979582204549
40,0.0,3.078498293515358421643426
41,0.02551521099116781157998037,3.078498293515358421643426
42,0.05103042198233562315996075,3.078498293515358421643426
43,0.0,3.075767918088737261082303
44,0.02551521099116781157998037,3.075767918088737261082303
45,0.05103042198233562315996075,3.075767918088737261082303
46,0.0,3.073037542662116100521181
47,0.02551521099116781157998037,3.073037542662116100521181
48,0.05103042198233562315996075,3.073037542662116100521181
49,0.07654563297350343473994112,3.073037542662116100521181
50,0.0,3.070307167235494939960058
51,0.02551521099116781157998037,3.070307167235494939960058
52,0.05103042198233562315996075,3.070307167235494939960058
53,0.07654563297350343473994112,3.070307167235494939960058
54,0.0,3.067576791808873779398936
55,0.02551521099116781157998037,3.067576791808873779398936
56,0.05103042198233562315996075,3.067576791808873779398936
57,0.07654563297350343473994112,3.067576791808873779398936
58,0.02551521099116781157998037,3.064846416382252618837813
59,0.05103042198233562315996075,3.064846416382252618837813
60,0.07654563297350343473994112,3.064846416382252618837813
61,0.1020608439646712463199215,3.064846416382252618837813
62,0.02551521099116781157998037,3.06211604095563145827669
63,0.05103042198233562315996075,3.06211604095563145827669
